file name,PR interval duration entropy,P wave duration entropy,QT interval duration entropy,T wave duration entropy,Heart rate,Mean duration or PR interval,Mean duration of P wave,Mean duration of QT interval,Mean duration of RR interval,Mean duration of T wave,Mean duration of QRS complex,Mean amplitude of P wave,Mean apmlitude of QRS complex,Mean amplitude of T wave,RR differences greater than 20 ms,RR differences greater than 50 ms,Root mean square of RR differences,Standard deviation for PR interval duration,Standard deviation for P wave duration,Standard deviation for QT interval duration,Standard deviation for RR differences,Standard deviation for RR interval duration,Standard deviation for T wave,Standard deviation for P wave amplitude,Standard deviation for QRS complex apmplitude,Standard Deviation for T wave amplitude,Standard Deviation for QRS complex duration,Mean aplitude of left segment,Mean amplitude of mid segment,Mean amplitude of right segment,Variance of amplitude of left segment,Variance of amplitude of mid segment,Variance of amplitude of right segment,Skew of amplitude of left segment,Skew of aplitude mid segment,Skew of amplitude right segment,Kurtosis of amplitude on left segment ,Kurtosis of amplitude on mid segment,Kurtosis of amplitude on right segment,Mean wavelet detail coeficient on left segment,Mean wavelet detail coeficient on mid segment,Mean wavelet detail coeficient on right segment,Mean kurtosis on wavelet detail coeficient on left seg.,Mean kurtosis on wavelet detail coeficient on mid seg.,Mean kurtosis on wavelet detail coeficient on right seg.,Mean skew on wavelet detail coeficient on left segment,Mean skew on wavelet detail coeficient on mid segment,Mean skew on wavelet detail coeficient on right segment,Mean std of wavelet detail coefficients from left seg,Mean std of wavelet detail coefficients from mid seg,Mean std of wavelet detail coefficients from right seg
bn_img_13,0.0,0.0,2.02470344664,1.89520637407,124,0.143333333333,0.0533333333333,0.361666666667,0.491583333333,0.1525,0.0838095238095,-0.3105,-0.350142857143,-0.0463125,0.20253164557,0.164556962025,0.122024645317,0.0,0.0,0.0150923085636,0.122024645317,29.9666376993,0.0271697339782,0.0,0.413475402126,0.119965082811,0.026393155163,-0.188607142857,-0.19571875,-0.273777777778,0.000126024234694,0.00407878548177,4.3950617284e-06,1.23450243214,0.561184125366,1.44141846548,-0.0640773496913,-0.610776165526,0.41680343391,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_14,2.35985684453,2.25622984754,2.19664361303,2.22329343931,81,0.154444444444,0.0930303030303,0.434545454545,0.719575757576,0.172727272727,0.192298850575,-0.0248636363636,0.115448275862,0.0320909090909,0.425925925926,0.37037037037,0.487977686193,0.0527456042285,0.0345959227309,0.199576687001,0.48794463932,97.8457142733,0.12733331891,0.147236990614,0.370427882712,0.0645825117694,0.155814762427,0.230631355932,0.238463276836,0.604942084942,0.00692601240664,0.0263394689904,0.114898649155,-1.3573388038,2.5897616016,-0.408263511074,2.47105399673,7.26285529387,-1.80800621129,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_18,3.57659299933,3.65437799552,3.41166974161,3.48224575833,84,0.129756097561,0.092196969697,0.366036036036,0.712857142857,0.200990990991,0.142160493827,-0.00539772727273,-0.157898148148,0.0818513513514,0.218181818182,0.127272727273,0.311801542684,0.0289976192267,0.0451537395222,0.0404467383276,0.311716713473,53.068496362,0.0444780531963,0.173952076066,0.420026546556,0.25333531526,0.0405931201341,0.0391285475793,0.0964308681672,0.0440649598777,0.00634618881776,0.0118709590472,0.00188537369386,6.41051927166,1.59682715713,1.4614518547,58.1436790202,2.09263263251,6.62059042585,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_19,3.47588399742,3.38981851183,3.38078911742,3.26339201602,81,0.11045045045,0.0876576576577,0.451290322581,0.767385620915,0.173440860215,0.13431372549,0.0221891891892,0.095137254902,0.00520967741935,0.32,0.28,0.279426794229,0.0367048299525,0.0247493727268,0.0767469304926,0.278666419458,71.7193095462,0.0757825784113,0.0704663376939,0.492495566601,0.105902555194,0.0498157569181,0.295558528428,0.320620452986,0.300396226415,0.00138643386539,0.00218899458511,0.000936851259345,0.239075646207,-0.17598095906,0.52498192559,-0.655470572372,-0.127721304385,0.348382742105,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_20,2.96398607758,2.98427227948,2.25002874895,2.34039276386,96,0.337101449275,0.557638888889,0.854545454545,0.586567164179,0.474444444444,0.624133333333,0.106854166667,0.14414,-0.0876666666667,0.409090909091,0.363636363636,0.429655919026,0.316718232793,0.587141915433,0.468108751776,0.429644137383,87.2495084277,0.342664757164,0.178841030385,0.509760728578,0.314000619249,0.550303576825,0.0885985915493,0.167717391304,0.0575636363636,0.0353698177445,0.0168750505671,0.00236631867769,-0.10128843338,0.815321740429,-0.747765763537,-1.06642572431,-0.360164830881,-0.100040548492,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_21,3.38226751841,3.29413220358,3.15305495786,3.22989367958,97,0.195454545455,0.190095238095,0.551728395062,0.613076923077,0.302142857143,0.239071038251,0.000728571428571,-0.205213114754,-0.0547857142857,0.15625,0.09375,0.177801484964,0.115370339663,0.232025567439,0.342756161598,0.177801294255,33.964373956,0.285422569332,0.103303944252,0.558778061305,0.114120818541,0.284241957494,0.229524409449,0.225809399478,0.237202531646,0.00213020530969,0.00291777307092,0.000745179234097,1.22948556924,1.47816341642,0.13982099239,0.894303739375,4.76043359783,2.59482153896,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_22,3.31541362425,3.26732909832,3.14132836084,3.21183059621,97,0.211041666667,0.368921568627,0.695,0.614427083333,0.452988505747,0.46367816092,-0.0238088235294,-0.217422413793,-0.0439827586207,0.174603174603,0.111111111111,0.203171502953,0.139210166605,0.368347946288,0.425654025244,0.20316874716,37.5861737742,0.371947700385,0.0991502139289,0.560079818832,0.121817874429,0.481190927471,0.22583632287,0.224725043783,0.238754940711,0.00210097096764,0.00381068972307,0.00103221662579,1.36804885911,1.34996228612,-0.0763039470071,2.22378888829,3.38951495667,1.36152280062,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_23,3.33651751709,3.62531344245,2.59891930492,2.74992794519,89,0.212395833333,0.893166666667,1.43311111111,0.686842105263,0.986875,0.9854,-0.0648125,-0.2606,-0.033,0.357142857143,0.339285714286,0.295389506106,0.20136036376,0.555105070134,0.646299399335,0.295337630831,72.7498528491,0.488452017361,0.353001800411,0.488035726151,0.186584766259,0.566299838131,0.243125,0.0424285714286,0.175738636364,0.004937109375,0.0543715306122,0.00128071577996,-1.81843862487,0.437060543732,-0.696684530082,2.97230436909,-1.80041837908,-1.01444212406,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_24,2.05056819418,2.42030397467,1.31383403319,1.58109375017,68,0.135925925926,0.192222222222,0.491666666667,0.602433862434,0.276666666667,0.360476190476,0.292041666667,0.428547619048,0.5831,0.467741935484,0.451612903226,0.581736678166,0.0601392987469,0.106695597928,0.235342539952,0.581620755478,120.317992209,0.212236765063,0.461981712225,0.703579367452,0.286491954512,0.274161126907,-0.656978723404,-0.923989130435,-0.92785,0.273559680398,0.000859249881853,4.95275e-05,1.63088559052,2.4691165012,-0.240825924013,1.09613253033,5.16161028316,-1.74485882657,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_25,3.52973842062,3.38224517325,3.33365886298,3.27195737601,70,0.123693693694,0.0912612612613,0.463555555556,0.850797101449,0.188222222222,0.123875968992,0.039527027027,0.187988372093,0.0367166666667,0.333333333333,0.288888888889,0.250432218966,0.0460107298087,0.0286256919751,0.0766856659228,0.250421690993,58.6456510054,0.0791282752916,0.0654953006305,0.664100786414,0.131165460604,0.029726837617,-0.0641083123426,-0.0336966542751,-0.0559668674699,0.00283231824325,0.00642316151297,0.00294218263718,-0.175882799339,-0.0695347043799,-0.216039157014,-0.391553249775,-0.319055991129,0.801810806518,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_27,3.59458676934,3.45232489495,3.21478975941,3.32053864316,83,0.135916666667,0.108205128205,0.514375,0.72512345679,0.24875,0.185432098765,-0.0163974358974,-0.0258981481481,0.06290625,0.320754716981,0.22641509434,0.168558445904,0.0382570799548,0.0575414932852,0.196662142427,0.168551112346,52.1147995483,0.216067681655,0.131000057716,0.573498533852,0.171427892891,0.106073381495,0.22399408284,0.197648775895,0.194710617627,0.00297484611883,0.00414173634031,0.00171407101149,1.85610463147,1.02140170804,-0.552779972867,13.2472679453,4.07883858315,-0.133822604502,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_28,3.32842203946,3.37107802302,2.49415216356,2.55122567393,130,0.0991919191919,0.208518518519,0.578,0.434518518519,0.278444444444,0.290299625468,0.117444444444,0.0319775280899,0.0297333333333,0.359550561798,0.280898876404,0.182413764621,0.0686278712758,0.141435420076,0.244248810604,0.182389766755,41.6984708249,0.151993502135,0.264783789623,0.612064754368,0.194445096507,0.169191837171,0.121381818182,0.032735042735,-0.0164086021505,0.108453472397,0.0139618357806,0.00385213411955,1.25146605145,0.673362026441,1.73917811428,-0.207775917847,-0.50369710833,5.2115315716,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_29,3.53655419696,3.47691107128,3.15087197488,3.14920489222,129,0.135350877193,0.210158730159,0.48880952381,0.465176470588,0.308735632184,0.27918699187,0.00236904761905,0.189493902439,-0.0533793103448,0.238095238095,0.107142857143,0.105861919649,0.0619022974457,0.203065074644,0.302990667631,0.105832395946,25.3518793281,0.301491075833,0.152540121948,0.462898434139,0.137700114891,0.295234306369,0.0684863523573,0.137286021505,0.077012195122,0.00424863194774,0.0154101655035,0.000679036436645,-1.83462689785,1.59786391027,0.257411358103,8.46230622471,2.49294621629,0.334493406811,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_3,2.91405455293,3.00055350454,3.38516923915,3.47352445271,121,0.134333333333,0.138787878788,0.402037037037,0.490916666667,0.188148148148,0.287272727273,0.0884772727273,-0.124623376623,0.0918888888889,0.303797468354,0.20253164557,0.142226617372,0.053020960216,0.157372829707,0.224950306965,0.142226617372,29.6812124921,0.192606302931,0.222829198617,0.480705475586,0.203836744013,0.311114334422,-0.0146654135338,-0.104541666667,-0.00588,0.0229792226384,0.0456593260417,0.0063693856,-1.31661743646,-0.398971484196,-0.0927379429076,2.14383607223,-0.994216081508,-0.146918409293,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
bn_img_30,2.53076872081,2.72022931374,2.37201415718,2.5280113066,51,0.131555555556,0.108823529412,0.630277777778,1.138,0.474,0.183968253968,-0.0545,-0.212023809524,0.0499333333333,0.382352941176,0.382352941176,0.590383723672,0.0484403668009,0.0741834960106,0.388249772444,0.589231770359,141.459979197,0.507603227962,0.159589731352,0.463821329419,0.35392385559,0.147068781546,0.238691304348,0.249003472222,0.247679440704,0.00246050905482,0.00922736457128,0.0127884663769,1.55502754038,0.489940463404,5.479759769,2.03330587221,-0.20514967558,31.3434932626,0.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
